seed,intrinsic_dim,delta,ambient_dim,noise_sigma,observed_dim,model,train_accuracy,test_accuracy,generalization_gap,pca_explained_var,pca_total_var,pca_remaining_var,snr_proxy,nn_mean,far_mean,distance_contrast,best_val_accuracy,best_epoch
0,64,2.0,768,0.1,64,mlp_base,0.9744791666666667,0.8066666666666666,0.16781250000000003,115.37044041010218,122.22940692993696,6.85896651983478,16.820382498802637,8.814275362250156,13.83803800124138,0.5699575328117196,0.7666666666666667,26.0
0,64,2.0,768,0.1,64,mlp_reg,0.8614583333333333,0.795,0.06645833333333329,115.37044041010218,122.22940692993696,6.85896651983478,16.820382498802637,8.814275362250156,13.83803800124138,0.5699575328117196,0.7916666666666666,3.0
0,64,2.0,768,0.1,64,mlp_wide,0.9348958333333334,0.8083333333333333,0.12656250000000002,115.37044041010218,122.22940692993696,6.85896651983478,16.820382498802637,8.814275362250156,13.83803800124138,0.5699575328117196,0.78125,9.0
0,64,2.0,768,0.1,128,logreg,0.8395833333333333,0.8233333333333334,0.016249999999999987,116.59708299731288,122.22940692993696,5.632323932624075,20.70141639438533,13.543403379820559,18.571999758153712,0.371294883369248,,
0,64,2.0,768,0.1,128,linear_svm,0.8429166666666666,0.835,0.007916666666666683,116.59708299731288,122.22940692993696,5.632323932624075,20.70141639438533,13.543403379820559,18.571999758153712,0.371294883369248,,
0,64,2.0,768,0.1,128,knn_k11,0.6429166666666667,0.51,0.13291666666666668,116.59708299731288,122.22940692993696,5.632323932624075,20.70141639438533,13.543403379820559,18.571999758153712,0.371294883369248,,
0,64,2.0,768,0.1,128,mlp_base,0.9682291666666667,0.81,0.15822916666666664,116.59708299731288,122.22940692993696,5.632323932624075,20.70141639438533,13.543403379820559,18.571999758153712,0.371294883369248,0.7895833333333333,12.0
0,64,2.0,768,0.1,128,mlp_reg,0.9953125,0.8033333333333333,0.1919791666666667,116.59708299731288,122.22940692993696,5.632323932624075,20.70141639438533,13.543403379820559,18.571999758153712,0.371294883369248,0.7916666666666666,8.0
0,64,2.0,768,0.1,128,mlp_wide,1.0,0.805,0.19499999999999995,116.59708299731288,122.22940692993696,5.632323932624075,20.70141639438533,13.543403379820559,18.571999758153712,0.371294883369248,0.8145833333333333,19.0
0,64,2.0,768,0.1,256,logreg,0.875,0.805,0.06999999999999995,118.55515454014906,122.22940692993696,3.6742523897878954,32.26647000888062,20.223619514741323,25.068839788936245,0.23958225038120218,,
